timestamp,open,high,low,close,volume,price_difference,price_percentage_change,mid_price,vwap
2020-08-06 00:00:00,0.05363,0.12,0.05363,0.05822,14196664.7,0.004590000000000004,8.558642550811122,0.086815,0.058219999999999994
2020-08-07 00:00:00,0.0579,0.07594,0.05758,0.07484,51256029.9,0.016940000000000004,29.25734024179621,0.06676,0.07123512828683451
2020-08-08 00:00:00,0.07498,0.10469,0.07259,0.10281,85765140.7,0.027829999999999994,37.116564417177905,0.08864,0.0891432229880426
2020-08-09 00:00:00,0.10266,0.132,0.09924,0.09972,137647520.2,-0.002939999999999998,-2.8638223261250713,0.11562,0.09418317360754257
2020-08-10 00:00:00,0.09971,0.11224,0.09228,0.10139,71520828.9,0.001680000000000001,1.6848861698926898,0.10226,0.09561341211178793
2020-08-11 00:00:00,0.10135,0.104,0.08473,0.09057,33683534.3,-0.010779999999999998,-10.63640848544647,0.094365,0.095182321021062
2020-08-12 00:00:00,0.09057,0.10158,0.08509,0.09839,30789539.7,0.007820000000000008,8.634205586838918,0.093335,0.09541478143545619
2020-08-13 00:00:00,0.098,0.10499,0.09054,0.09225,27932826.5,-0.005750000000000005,-5.8673469387755155,0.09776499999999999,0.0952195454900961
2020-08-14 00:00:00,0.09232,0.1035,0.09036,0.09529,28493547.6,0.0029700000000000004,3.217071057192375,0.09692999999999999,0.09522371660761139
2020-08-15 00:00:00,0.09532,0.1015,0.09473,0.09888,18572581.5,0.0035599999999999937,3.734788082249259,0.09811500000000001,0.09535956837395293
2020-08-16 00:00:00,0.09888,0.10028,0.094,0.0986,14696458.1,-0.00028000000000000247,-0.28317152103560117,0.09714,0.09545211999227515
2020-08-17 00:00:00,0.0986,0.09988,0.09448,0.0958,13555096.7,-0.002799999999999997,-2.8397565922920864,0.09717999999999999,0.09546104909645632
2020-08-18 00:00:00,0.0958,0.09625,0.08615,0.09022,14059910.2,-0.005580000000000002,-5.824634655532361,0.0912,0.09532513467242236
2020-08-19 00:00:00,0.09013,0.09163,0.08037,0.08275,9354251.1,-0.007379999999999998,-8.18817263952069,0.086,0.0951118511484947
2020-08-20 00:00:00,0.08291,0.09132,0.08001,0.09131,6378378.3,0.008400000000000005,10.131467856712103,0.08566499999999999,0.09506838539382713
2020-08-21 00:00:00,0.09131,0.09475,0.0835,0.09378,15472080.6,0.00247,2.705070638484284,0.08912500000000001,0.09503361927409876
2020-08-22 00:00:00,0.0943,0.115,0.08578,0.0969,60642295.4,0.002600000000000005,2.757158006362678,0.10039000000000001,0.09521213446793167
2020-08-23 00:00:00,0.0969,0.09736,0.089,0.09193,10986132.5,-0.004970000000000002,-5.128998968008258,0.09318,0.09515623089169488
2020-08-24 00:00:00,0.09233,0.09665,0.09065,0.09199,10238315.5,-0.0003399999999999931,-0.3682443409509294,0.09365,0.09510675769898445
2020-08-25 00:00:00,0.09166,0.09364,0.08209,0.08573,5353220.2,-0.005930000000000005,-6.469561422648924,0.087865,0.09503077181062929
2020-08-26 00:00:00,0.08573,0.08716,0.08379,0.087,4642478.3,0.0012699999999999934,1.4813950775691045,0.085475,0.09497472758377454
2020-08-27 00:00:00,0.087,0.09473,0.086,0.09473,19387648.1,0.007730000000000001,8.88505747126437,0.090365,0.09496779722644709
2020-08-28 00:00:00,0.09446,0.1139,0.09121,0.10632,52442016.1,0.011859999999999996,12.555579081092521,0.10255500000000001,0.09577550237188359
2020-08-29 00:00:00,0.10684,0.1217,0.10138,0.10941,37981212.3,0.002569999999999989,2.405466117558956,0.11154,0.09644366091757435
2020-08-30 00:00:00,0.10941,0.11194,0.10169,0.10348,9883578.6,-0.005929999999999991,-5.41997989214879,0.106815,0.09653226002378631
2020-08-31 00:00:00,0.10346,0.10624,0.0969,0.09846,10818737.0,-0.0049999999999999906,-4.832785617629993,0.10157,0.09655846889743286
2020-09-01 00:00:00,0.09852,0.10217,0.09628,0.10051,7376409.8,0.0019900000000000057,2.0198944376776344,0.09922500000000001,0.09659476220264554
2020-09-02 00:00:00,0.10073,0.1055,0.0906,0.10036,11564068.7,-0.00036999999999999533,-0.3673185744068255,0.09805,0.09664820761348596
2020-09-03 00:00:00,0.10032,0.10185,0.0805,0.08238,8153790.3,-0.01794000000000001,-17.882775119617236,0.091175,0.09650682002169415
2020-09-04 00:00:00,0.08252,0.08993,0.0803,0.08763,6705266.8,0.005110000000000003,6.19243819680078,0.085115,0.0964350684958643
2020-09-05 00:00:00,0.08764,0.08977,0.07092,0.07854,6214755.8,-0.009099999999999997,-10.383386581469646,0.080345,0.09630200050192166
2020-09-06 00:00:00,0.07854,0.08075,0.0723,0.07837,12567162.6,-0.00017000000000000348,-0.21645021645022086,0.07652500000000001,0.09603635626713754
2020-09-07 00:00:00,0.07854,0.08088,0.07,0.07699,5071878.6,-0.0015499999999999958,-1.973516679399027,0.07544000000000001,0.09592316148517965
2020-09-08 00:00:00,0.07696,0.0775,0.07057,0.07363,5247266.8,-0.0033299999999999996,-4.326923076923076,0.07403499999999999,0.09578692660328875
2020-09-09 00:00:00,0.07389,0.07946,0.07146,0.07754,6777459.8,0.0036500000000000005,4.939775341724186,0.07546,0.09564402875415383
2020-09-10 00:00:00,0.07759,0.08236,0.03,0.08219,9084716.3,0.004599999999999993,5.92859904626884,0.05618,0.09550426403654974
2020-09-11 00:00:00,0.08219,0.08657,0.07998,0.0854,7450810.3,0.0032100000000000045,3.905584621000127,0.08327499999999999,0.09541890342324748
2020-09-12 00:00:00,0.08542,0.0855,0.0813,0.08481,5682555.3,-0.0006099999999999994,-0.7141184734254267,0.0834,0.09535098708133877
2020-09-13 00:00:00,0.085,0.08598,0.0788,0.08174,6744128.0,-0.003260000000000013,-3.8352941176470736,0.08238999999999999,0.09524835376801494
2020-09-14 00:00:00,0.08174,0.08371,0.07925,0.08235,3120852.0,0.0006100000000000133,0.7462686567164343,0.08148,0.09520350323505138
2020-09-15 00:00:00,0.08235,0.08379,0.07901,0.07925,3546889.1,-0.0031000000000000055,-3.764420157862787,0.0814,0.09514070449773779
2020-09-16 00:00:00,0.0791,0.08046,0.07624,0.07851,3472847.0,-0.0005900000000000072,-0.7458912768647372,0.07835,0.09507685273381561
2020-09-17 00:00:00,0.07874,0.08163,0.07667,0.07987,2660758.0,0.0011299999999999921,1.4351028702057302,0.07915,0.09503225162269138
2020-09-18 00:00:00,0.08035,0.08333,0.07819,0.07885,3132929.9,-0.0015000000000000013,-1.8668326073428765,0.08076,0.09497655955226439
2020-09-19 00:00:00,0.07896,0.08112,0.0785,0.08094,2719256.2,0.0019799999999999957,2.5075987841945233,0.07980999999999999,0.09493475542351029
2020-09-20 00:00:00,0.08082,0.08104,0.07718,0.07884,1973557.5,-0.0019800000000000095,-2.4498886414254013,0.07911,0.09490004141052155
2020-09-21 00:00:00,0.07885,0.07928,0.06804,0.06996,5912389.9,-0.008890000000000009,-11.274571972098933,0.07366,0.09473992578230275
2020-09-22 00:00:00,0.06996,0.07278,0.06658,0.07272,5030315.9,0.0027600000000000124,3.9451114922813217,0.06967999999999999,0.09462030163838674
2020-09-23 00:00:00,0.07285,0.07968,0.06847,0.06882,16268489.7,-0.004029999999999992,-5.53191489361701,0.074075,0.0941748344220731
2020-09-24 00:00:00,0.06895,0.07583,0.06798,0.07556,8449848.0,0.006610000000000005,9.586656997824518,0.071905,0.09400938150211013
2020-09-25 00:00:00,0.07551,0.07778,0.0719,0.07648,7785483.0,0.0009700000000000125,1.2845980664812775,0.07484,0.09386699251854658
2020-09-26 00:00:00,0.07649,0.08281,0.07629,0.07976,10663853.6,0.003269999999999995,4.275068636423055,0.07955,0.09371176540725307
