token_id,timestamp,open,high,low,close,volume,price_difference,price_percentage_change,mid_price,vwap
1,2021-04-04 00:00:00,13.4898,14.5,13.2641,14.3339,950552.66,0.8440999999999992,6.257320345742704,13.88205,17.653829848648424
1,2021-04-05 00:00:00,14.3339,15.1632,13.5533,14.204,1279244.48,-0.1298999999999992,-0.9062432415462592,14.35825,17.62566585004197
1,2021-04-06 00:00:00,14.204,15.4138,13.81,14.1492,1675104.96,-0.0548000000000001,-0.3858068149816965,14.6119,17.588894884642826
1,2021-04-07 00:00:00,14.1491,14.25,11.56,12.1977,2184256.42,-1.9514000000000011,-13.79168993080833,12.905,17.515550847234863
1,2021-04-08 00:00:00,12.1987,13.3153,12.0595,12.8567,1363854.43,0.6579999999999995,5.394017395296215,12.6874,17.476309003973075
1,2021-04-09 00:00:00,12.8859,13.3549,12.45,12.7191,1400771.12,-0.1668000000000002,-1.2944381067678647,12.90245,17.435507043402193
1,2021-04-10 00:00:00,12.719,13.9495,12.111,12.5442,2009557.81,-0.1747999999999994,-1.3743218806509898,13.03025,17.376053751615164
1,2021-04-11 00:00:00,12.5653,12.9492,12.1905,12.8521,1114573.12,0.2867999999999995,2.282476343581128,12.56985,17.345759571118645
1,2021-04-12 00:00:00,12.8669,15.3595,12.7327,13.9025,6427778.69,1.0356000000000003,8.048558704893956,14.0461,17.217730915170595
1,2021-04-13 00:00:00,13.85,14.6,12.5883,12.711,2516236.78,-1.1389999999999991,-8.22382671480144,13.59415,17.153074172791637
1,2021-04-14 00:00:00,12.711,13.1,11.6,12.2296,2276642.54,-0.4814000000000007,-3.787270867752346,12.35,17.0899833693687
1,2021-04-15 00:00:00,12.2399,12.9728,12.0292,12.5132,2006950.08,0.273299999999999,2.232861379586426,12.501,17.038860166219095
1,2021-04-16 00:00:00,12.5132,12.6836,11.5,11.885,2209222.66,-0.6281999999999996,-5.020298564715658,12.0918,16.976258517833696
1,2021-04-17 00:00:00,11.8926,12.4695,11.6601,11.7951,1668028.39,-0.0975000000000001,-0.8198375460370326,12.0648,16.929173883609653
1,2021-04-18 00:00:00,11.7812,12.0377,8.0784,9.7706,6153624.42,-2.0106,-17.066173225138357,10.05805,16.69696168254138
1,2021-04-19 00:00:00,9.7706,10.5312,8.6341,8.6791,3000135.0,-1.0915,-11.171268908767116,9.58265,16.572133603681582
1,2021-04-20 00:00:00,8.6886,9.4,7.9123,9.2282,2784672.97,0.5396000000000001,6.210436664134615,8.65615,16.467520774096354
1,2021-04-21 00:00:00,9.224,9.3552,8.4502,8.5302,1816630.77,-0.6937999999999995,-7.5216825672159535,8.9027,16.3944396175415
1,2021-04-22 00:00:00,8.5486,9.55,7.6167,7.8536,2850063.52,-0.6950000000000003,-8.129986196570202,8.58335,16.272823429113863
1,2021-04-23 00:00:00,7.8605,8.0143,6.2,7.5537,2823561.36,-0.3067999999999999,-3.9030596018065,7.107150000000001,16.1515341057362
1,2021-04-24 00:00:00,7.5323,7.5507,6.7104,7.3,2003046.42,-0.2323000000000004,-3.084051352176631,7.13055,16.06503784615452
1,2021-04-25 00:00:00,7.2996,12.53,7.2782,8.1948,13439187.58,0.8952000000000009,12.263685681407214,9.9041,15.580788116913594
1,2021-04-26 00:00:00,8.195,9.5,8.0201,8.944,5013716.0,0.7490000000000006,9.13971934106163,8.76005,15.431862341553591
1,2021-04-27 00:00:00,8.9517,10.99,8.6399,10.42,7024755.39,1.4682999999999993,16.40247103902051,9.81495,15.279092182212375
1,2021-04-28 00:00:00,10.4196,13.6198,9.2231,13.0199,11058513.9,2.600299999999999,24.95585243195515,11.42145,15.175648708919782
1,2021-04-29 00:00:00,13.0195,16.5812,12.8913,13.4582,22115443.1,0.438699999999999,3.3695610430508003,14.736249999999998,15.03157612338344
1,2021-04-30 00:00:00,13.4757,18.7,12.55,17.6534,15947818.9,4.1777000000000015,31.00172903819469,15.625,15.181130470278145
1,2021-05-01 00:00:00,17.6502,19.6669,15.808,18.2107,17477658.37,0.5604999999999976,3.1756014096157408,17.73745,15.359378085904735
1,2021-05-02 00:00:00,18.2107,19.245,16.6693,17.4802,8566837.95,-0.7304999999999993,-4.011377926164284,17.95715,15.41882603779
1,2021-05-03 00:00:00,17.477,18.88,15.8769,16.4998,6677744.14,-0.9771999999999998,-5.591348629627509,17.37845,15.441939776795696
1,2021-05-04 00:00:00,16.5196,17.1991,13.579,13.8699,8882384.39,-2.649700000000001,-16.039734618271634,15.38905,15.39846487240651
1,2021-05-05 00:00:00,13.8567,15.6989,13.6501,14.5661,6291154.33,0.7094000000000005,5.119545057625556,14.6745,15.382474256860505
1,2021-05-06 00:00:00,14.5877,16.1,13.61,14.2121,7182117.39,-0.3756000000000004,-2.574771896872025,14.855,15.35735675402478
1,2021-05-07 00:00:00,14.2122,14.7656,13.0,13.5578,4554534.26,-0.654399999999999,-4.604494729879956,13.8828,15.333194467200276
1,2021-05-08 00:00:00,13.5733,15.753,13.4387,14.2869,6924016.57,0.7135999999999996,5.2573802980852085,14.59585,15.312264672746842
1,2021-05-09 00:00:00,14.3099,14.3981,13.04,13.7957,3533005.6,-0.5142000000000007,-3.5933165151398723,13.71905,15.296941530540952
1,2021-05-10 00:00:00,13.7938,15.1837,10.4,11.6673,6086711.04,-2.1265,-15.41634647450304,12.79185,15.234841152057069
1,2021-05-11 00:00:00,11.6554,13.2,11.2,12.9655,4127984.18,1.3101000000000005,11.240283473754657,12.2,15.208811081049523
1,2021-05-12 00:00:00,12.9528,14.0,9.831,9.975,5236125.83,-2.9778,-22.989623865110246,11.9155,15.133753870139111
1,2021-05-13 00:00:00,9.9754,11.87,9.48,10.3671,4740286.98,0.3917000000000001,3.926659582573131,10.675,15.072662413780233
1,2021-05-14 00:00:00,10.3763,11.8943,10.2036,11.2207,3343453.95,0.8444000000000003,8.137775507647236,11.04895,15.038153496943847
1,2021-05-15 00:00:00,11.237,11.49,9.8776,10.0471,2996148.06,-1.1898999999999995,-10.58912521135534,10.6838,14.998403530811997
1,2021-05-16 00:00:00,10.0389,11.99,9.9836,10.9934,4068162.4,0.9544999999999996,9.508013826216017,10.9868,14.95555743284798
1,2021-05-17 00:00:00,10.9844,13.53,9.5,13.0828,11063836.45,2.0984,19.1034558100579,11.515,14.902610358033732
1,2021-05-18 00:00:00,13.0618,13.7659,11.3111,11.5961,7045014.59,-1.4657,-11.22127118773829,12.5385,14.844137062938424
1,2021-05-19 00:00:00,11.5997,12.03,5.8,6.7655,10801157.3,-4.8342,-41.67521573833806,8.915,14.630883652343153
1,2021-05-20 00:00:00,6.7609,8.321,6.0307,7.4573,6386889.03,0.6963999999999997,10.300403792394498,7.1758500000000005,14.520631629890117
1,2021-05-21 00:00:00,7.4484,8.0507,5.2101,6.3574,6346490.67,-1.0910000000000002,-14.647441061167502,6.6304,14.39783840576359
1,2021-05-22 00:00:00,6.3225,6.4982,5.25,6.0947,4620574.92,-0.2278000000000002,-3.603005140371692,5.8741,14.307891423263497
1,2021-05-23 00:00:00,6.0947,6.2499,3.7617,5.105,7259012.55,-0.9896999999999992,-16.238699197663532,5.0058,14.153891246050224
1,2021-05-24 00:00:00,5.11,6.2,4.9185,6.1489,5544418.66,1.0389,20.330724070450096,5.5592500000000005,14.052868173199276
1,2021-05-25 00:00:00,6.1489,7.09,5.277,6.82,6887731.79,0.6711,10.914147245848852,6.1835,13.941224377403008
1,2021-05-26 00:00:00,6.8215,7.75,6.52,7.5704,7283168.58,0.7488999999999999,10.978523785091252,7.135,13.838910965126455
1,2021-05-27 00:00:00,7.5704,8.904,6.701,7.76,8284846.66,0.1895999999999995,2.504491176159774,7.8025,13.72985120085938
1,2021-05-28 00:00:00,7.7791,8.371,6.3251,6.8863,7337843.04,-0.8927999999999994,-11.476906068825436,7.348050000000001,13.62280837414248
1,2021-05-29 00:00:00,6.886,7.3917,5.5364,5.9385,4445841.83,-0.9474999999999998,-13.759802497821664,6.46405,13.550669380154789
1,2021-05-30 00:00:00,5.9635,7.6,5.5117,6.9962,7227619.8,1.0327000000000002,17.317011821916665,6.55585,13.4521399278818
1,2021-05-31 00:00:00,6.9962,7.5,6.474,7.4392,6176222.67,0.4429999999999996,6.332008804779732,6.987,13.37587940609715
1,2021-06-01 00:00:00,7.4195,7.72,6.66,6.9202,4745506.4,-0.4992999999999998,-6.72956398679156,7.19,13.313577281193762
1,2021-06-02 00:00:00,6.9218,7.2,6.6,6.81,3549678.37,-0.1118000000000005,-1.615186801121104,6.9,13.2669654880785
1,2021-06-03 00:00:00,6.8009,7.4299,6.7179,7.2199,4674262.83,0.4189999999999996,6.160949286123889,7.0739,13.210428487135056
1,2021-06-04 00:00:00,7.2275,7.249,5.8836,6.2709,4524915.2,-0.9566,-13.235558630231752,6.5663,13.14818379016397
1,2021-06-05 00:00:00,6.2672,6.8,5.7501,6.0585,3635094.75,-0.2086999999999994,-3.330035741639001,6.27505,13.097462958662163
1,2021-06-06 00:00:00,6.0585,6.2391,5.9406,6.0998,1472648.82,0.0412999999999996,0.6816868861929466,6.08985,13.077240261215763
1,2021-06-07 00:00:00,6.1071,6.5244,5.4,5.6151,3394539.36,-0.492,-8.056196885592179,5.9622,13.027860646650842
1,2021-06-08 00:00:00,5.6178,5.6718,4.85,5.347,3194827.42,-0.2707999999999995,-4.820392324397442,5.2609,12.980320084149422
1,2021-06-09 00:00:00,5.3419,5.8,4.9696,5.715,2730511.55,0.3731,6.984406297384825,5.3848,12.942089189658258
1,2021-06-10 00:00:00,5.722,5.9,5.2718,5.5341,2375437.39,-0.1879000000000008,-3.2838168472562184,5.5859000000000005,12.908331242489853
1,2021-06-11 00:00:00,5.5467,6.71,5.312,6.0536,7082658.74,0.5068999999999999,9.138767194908684,6.011,12.816443463743347
1,2021-06-12 00:00:00,6.0696,6.0964,5.1251,5.3134,3823093.14,-0.7562000000000006,-12.458811124291564,5.61075,12.762543037852204
1,2021-06-13 00:00:00,5.3197,6.25,5.1688,6.0426,3014206.81,0.7229000000000001,13.5891121679794,5.7094000000000005,12.724696544296313
1,2021-06-14 00:00:00,6.0464,6.1057,5.5814,5.8398,3291429.94,-0.2065999999999999,-3.416909235247418,5.8435500000000005,12.68261357898593
1,2021-06-15 00:00:00,5.8408,6.19,5.5178,5.636,4184911.07,-0.2047999999999996,-3.5063689905492343,5.8539,12.628272422855034
1,2021-06-16 00:00:00,5.6394,6.0193,5.21,5.2952,4860338.38,-0.3441999999999998,-6.103486186473735,5.61465,12.56317822083582
1,2021-06-17 00:00:00,5.2952,5.9799,5.2735,5.67,7518809.59,0.3747999999999996,7.078108475600535,5.6267,12.46980223593089
1,2021-06-18 00:00:00,5.6675,5.8448,5.1236,5.2576,4154037.72,-0.4099000000000004,-7.232465813850911,5.4842,12.416226671914918
1,2021-06-19 00:00:00,5.2535,5.33,4.9278,4.964,2166047.33,-0.2894999999999994,-5.5106119729703895,5.1289,12.387472328453908
1,2021-06-20 00:00:00,4.969,5.1919,4.5,4.9899,2971656.27,0.0208999999999992,0.4206077681625931,4.84595,12.348519020021184
1,2021-06-21 00:00:00,4.9916,5.033,3.7,3.757,4594282.78,-1.2346,-24.7335523679782,4.3665,12.279140826821193
1,2021-06-22 00:00:00,3.7561,4.0771,3.17,3.5904,6055290.89,-0.1657000000000001,-4.411490641889198,3.62355,12.187639093134754
1,2021-06-23 00:00:00,3.5935,4.8175,3.48,4.7386,6491461.38,1.1450999999999998,31.865868930012518,4.14875,12.104480976803483
1,2021-06-24 00:00:00,4.7318,4.7479,4.3135,4.447,4166423.35,-0.2847999999999997,-6.018851177141885,4.5307,12.050004307731452
1,2021-06-25 00:00:00,4.4423,4.515,3.74,3.7822,3274586.51,-0.6601000000000004,-14.859419669990778,4.1275,12.004033054364276
1,2021-06-26 00:00:00,3.7789,3.9069,3.3976,3.6726,3028728.1,-0.1063,-2.812987906533649,3.65225,11.961405352903292
1,2021-06-27 00:00:00,3.6758,3.8126,3.4575,3.8036,2734608.39,0.1277999999999997,3.476794167256099,3.63505,11.9238926168687
1,2021-06-28 00:00:00,3.807,4.0524,3.736,3.8965,2945313.19,0.0895000000000001,2.350932492776468,3.8942,11.884331310202148
1,2021-06-29 00:00:00,3.9098,4.2494,3.8332,3.9926,3041013.36,0.0827999999999997,2.1177553839070997,4.0413,11.844378163537286
1,2021-06-30 00:00:00,3.9932,4.0478,3.6292,3.921,3017026.15,-0.0722,-1.8080737253330672,3.8385,11.80478010005354
1,2021-07-01 00:00:00,3.921,4.3588,3.8104,4.115,7364131.83,0.1940000000000004,4.947717419025769,4.0846,11.712106874457309
1,2021-07-02 00:00:00,4.115,4.2709,3.79,3.949,3058292.24,-0.1660000000000003,-4.034021871202925,4.03045,11.673446579690388
1,2021-07-03 00:00:00,3.949,4.1999,3.8361,4.0563,2428527.38,0.1073000000000004,2.71714358065334,4.018000000000001,11.643443081615994
1,2021-07-04 00:00:00,4.0556,5.25,3.9766,4.7922,11258057.89,0.7366000000000001,18.16254068448565,4.6133,11.520583011868348
1,2021-07-05 00:00:00,4.7951,4.88,4.3149,4.6596,6537881.22,-0.1354999999999995,-2.82580133886675,4.59745,11.449869574986057
1,2021-07-06 00:00:00,4.6625,6.0,4.6545,5.852,12564353.86,1.189500000000001,25.512064343163555,5.327249999999999,11.341146050797692
1,2021-07-07 00:00:00,5.8587,6.49,5.5572,5.69,9632079.71,-0.1686999999999994,-2.879478382576329,6.0236,11.258237672836982
1,2021-07-08 00:00:00,5.6829,7.0553,5.3732,5.5019,18415370.31,-0.181,-3.184993577222898,6.21425,11.101181652278134
1,2021-07-09 00:00:00,5.4946,6.7869,5.0222,6.4711,12635311.95,0.9764999999999996,17.77199432169766,5.90455,11.016097728526232
1,2021-07-10 00:00:00,6.4712,7.35,6.035,6.2968,13408087.32,-0.1743999999999994,-2.695017925577937,6.6925,10.925830570414956
1,2021-07-11 00:00:00,6.2979,7.4204,6.193,7.0409,11289956.68,0.7429999999999994,11.797583321424591,6.806699999999999,10.8642530437468
1,2021-07-12 00:00:00,7.051,7.297,6.2534,6.5546,7838479.29,-0.4964000000000004,-7.040136150900588,6.7752,10.817342804385586
1,2021-07-13 00:00:00,6.5639,7.5713,6.4281,6.8872,15754781.57,0.3232999999999997,4.925425433050468,6.9997,10.73320033946142
1,2021-07-14 00:00:00,6.8877,7.5,5.9062,7.2729,14580932.76,0.3852000000000002,5.592578073957928,6.7031,10.66596888649938
1,2021-07-15 00:00:00,7.2691,8.5778,6.8374,6.9482,26175519.33,-0.3208999999999999,-4.414576770164119,7.707599999999999,10.54066591848076
1,2021-07-16 00:00:00,6.9482,7.3,5.72,5.7516,12017680.41,-1.1966,-17.22172649031404,6.51,10.46768887018142
1,2021-07-17 00:00:00,5.7529,5.9083,5.2967,5.6313,7206156.97,-0.1215999999999999,-2.113716560343477,5.6025,10.423897403174006
1,2021-07-18 00:00:00,5.624,6.25,5.3323,5.6084,6728827.99,-0.0156,-0.2773826458036995,5.79115,10.383524619034242
1,2021-07-19 00:00:00,5.6107,5.6294,4.72,4.8059,5462012.33,-0.8047999999999993,-14.34402124512092,5.1747,10.345822609900749
1,2021-07-20 00:00:00,4.806,4.8239,4.0262,4.4232,8026859.04,-0.3828000000000005,-7.965043695380785,4.425050000000001,10.28756812099141
1,2021-07-21 00:00:00,4.4254,5.3803,4.2482,5.23,11177612.25,0.8046000000000006,18.181407330410828,4.81425,10.21923167157428
1,2021-07-22 00:00:00,5.2332,6.23,5.1227,5.9163,15119964.07,0.6830999999999996,13.053198807612926,5.67635,10.14199727290254
1,2021-07-23 00:00:00,5.9122,8.065,5.7385,7.6511,21012848.77,1.7388999999999992,29.41206319136699,6.90175,10.081374496135927
1,2021-07-24 00:00:00,7.6621,11.3484,7.2028,10.4777,35770009.3,2.8156000000000008,36.74710588480966,9.2756,10.097141025152723
1,2021-07-25 00:00:00,10.4777,12.7799,9.0843,11.584,43068342.27,1.1062999999999992,10.558614963207566,10.9321,10.1651042032097
1,2021-07-26 00:00:00,11.5839,11.6061,8.8052,9.3386,24686017.57,-2.2453000000000003,-19.382936662091357,10.20565,10.144002867365746
1,2021-07-27 00:00:00,9.3424,14.58,8.6001,13.595,51351634.49,4.252600000000001,45.51935262887482,11.59005,10.318038988436522
1,2021-07-28 00:00:00,13.5894,15.2,12.5351,13.5894,30464671.4,0.0,0.0,13.86755,10.413069423723954
1,2021-07-29 00:00:00,13.6034,16.5,13.1146,14.851,31263671.75,1.2476000000000005,9.171236602614051,14.8073,10.54153911270409
1,2021-07-30 00:00:00,14.8526,15.2,13.1764,14.9093,19499310.05,0.0566999999999993,0.3817513431991658,14.188199999999998,10.619000810313606
1,2021-07-31 00:00:00,14.9003,14.9277,13.4015,13.6228,12018391.43,-1.2775,-8.573652879472226,14.1646,10.651479962705572
1,2021-08-01 00:00:00,13.6227,13.6696,11.6153,11.9509,13849858.11,-1.6717999999999993,-12.272163374367778,12.64245,10.667472017700524
1,2021-08-02 00:00:00,11.9634,14.3389,11.9025,12.9129,20618105.21,0.9495000000000005,7.936706956216464,13.1207,10.707871184820828
1,2021-08-03 00:00:00,12.9152,13.314,11.8,12.2096,10293943.9,-0.7056000000000004,-5.463330029732412,12.557,10.72124065282248
1,2021-08-04 00:00:00,12.204,13.6388,11.9055,12.8383,13108343.08,0.6342999999999996,5.197476237299243,12.77215,10.744972189330555
1,2021-08-05 00:00:00,12.8382,13.08,12.1102,12.5193,7700025.37,-0.318900000000001,-2.483993083142505,12.5951,10.75657920868581
1,2021-08-06 00:00:00,12.519,13.4,12.27,12.6323,8183685.19,0.1133000000000006,0.9050243629682933,12.835,10.769530193594209
1,2021-08-07 00:00:00,12.6312,13.35,12.07,12.2936,8348577.41,-0.3376000000000001,-2.67274684907214,12.71,10.780190132849912
1,2021-08-08 00:00:00,12.2939,13.1559,11.0397,11.6323,9322098.81,-0.6616,-5.381530677815826,12.0978,10.786793539225446
1,2021-08-09 00:00:00,11.6308,12.2492,11.08,11.8312,7245714.39,0.2004000000000001,1.7230113147848825,11.6646,10.793046726240222
1,2021-08-10 00:00:00,11.823,14.4612,11.6271,14.2492,19124526.64,2.4262,20.52101835405565,13.04415,10.846814843080866
1,2021-08-11 00:00:00,14.2455,15.1184,13.0,13.2351,12014194.53,-1.0104000000000006,-7.092766136674744,14.0592,10.86993006918529
1,2021-08-12 00:00:00,13.2396,13.9444,12.2775,12.6176,6683199.68,-0.6219999999999999,-4.698027130729025,13.11095,10.879289063991642
1,2021-08-13 00:00:00,12.6183,13.7054,12.3882,13.3135,6419525.8,0.6951999999999998,5.509458484898915,13.0468,10.891746202492698
1,2021-08-14 00:00:00,13.3135,13.8788,12.7203,12.9845,5413928.33,-0.3289999999999988,-2.471175874112734,13.29955,10.900739468621282
1,2021-08-15 00:00:00,12.9779,13.8564,12.0241,13.35,8055863.14,0.3720999999999996,2.867181901540308,12.94025,10.916301477622431
1,2021-08-16 00:00:00,13.35,14.4,12.8,12.8772,8731790.55,-0.4727999999999994,-3.5415730337078606,13.6,10.929713564249878
1,2021-08-17 00:00:00,12.8759,13.95,12.4107,12.5351,10638643.61,-0.3407999999999997,-2.646805271864489,13.18035,10.942981385179827
1,2021-08-18 00:00:00,12.542,12.697,11.2777,11.8275,7215095.38,-0.7144999999999992,-5.696858555254339,11.98735,10.947911481227711
1,2021-08-19 00:00:00,11.8329,12.8,11.53,12.4062,6858490.47,0.5732999999999997,4.844966153690133,12.165,10.955597180429242
1,2021-08-20 00:00:00,12.4106,13.29,12.3957,13.0512,6512684.0,0.6405999999999992,5.16171659710247,12.84285,10.96603265749823
1,2021-08-21 00:00:00,13.0536,18.1686,12.946,17.0607,29924237.92,4.007100000000001,30.697278911564634,15.5573,11.1023626820151
1,2021-08-22 00:00:00,17.0616,17.4324,15.2171,16.2145,12122500.15,-0.8470999999999975,-4.9649505321892295,16.32475,11.148271423362548
1,2021-08-23 00:00:00,16.2137,18.69,15.9374,17.24,13851877.23,1.026299999999999,6.329832178959763,17.3137,11.210146545356722
1,2021-08-24 00:00:00,17.24,17.688,15.08,16.0404,9610125.05,-1.199599999999997,-6.958236658932695,16.384,11.2439465038425
1,2021-08-25 00:00:00,16.0207,22.9387,15.9621,21.0078,29984884.6,4.987099999999998,31.129101724643725,19.4504,11.452568832274762
1,2021-08-26 00:00:00,20.986,21.928,18.21,19.24,13090631.44,-1.7460000000000022,-8.319832269131812,20.069000000000003,11.52454016792962
1,2021-08-27 00:00:00,19.24,20.7032,17.13,20.1,13732416.14,0.860000000000003,4.469854469854486,18.9166,11.60688168711693
1,2021-08-28 00:00:00,20.09,23.83,20.01,21.21,13105412.72,1.120000000000001,5.574912891986068,21.92,11.69408157283097
1,2021-08-29 00:00:00,21.2,22.42,19.77,20.53,10524008.96,-0.6699999999999982,-3.1603773584905577,21.095,11.758044826410284
1,2021-08-30 00:00:00,20.52,21.65,19.1,19.4,11205836.6,-1.120000000000001,-5.458089668615989,20.375,11.81649848557017
1,2021-08-31 00:00:00,19.42,19.53,17.25,18.07,8061388.03,-1.3500000000000014,-6.951596292481985,18.39,11.850721069152238
1,2021-09-01 00:00:00,18.06,18.99,17.36,18.29,7188478.37,0.2300000000000004,1.2735326688815083,18.175,11.881991922164204
1,2021-09-02 00:00:00,18.29,19.7,17.8,18.08,8053422.06,-0.2100000000000008,-1.148168398031716,18.75,11.915530273053111
1,2021-09-03 00:00:00,18.08,18.78,17.5,18.02,5111113.28,-0.0599999999999987,-0.331858407079639,18.14,11.936422448364256
1,2021-09-04 00:00:00,18.03,20.51,17.87,18.49,9339398.93,0.4599999999999973,2.5513033832501235,19.19,11.977152041978345
1,2021-09-05 00:00:00,18.48,19.21,18.2,18.79,4865694.21,0.3099999999999987,1.6774891774891707,18.705,11.999139868638936
1,2021-09-06 00:00:00,18.79,19.4,16.43,17.98,7648447.45,-0.8099999999999987,-4.310803618946242,17.915,12.029328820568022
1,2021-09-07 00:00:00,17.97,18.14,11.49,13.54,20591371.43,-4.43,-24.652198107957705,14.815,12.049582517695134
1,2021-09-08 00:00:00,13.56,14.1,11.52,13.44,11517640.07,-0.120000000000001,-0.8849557522123966,12.81,12.05993186889191
1,2021-09-09 00:00:00,13.45,14.68,12.5,13.26,7426171.24,-0.1899999999999995,-1.4126394052044573,13.59,12.06566373426672
1,2021-09-10 00:00:00,13.26,13.8,11.75,12.45,4888314.82,-0.8100000000000005,-6.108597285067877,12.775,12.066868305168374
1,2021-09-11 00:00:00,12.45,14.0,12.18,12.87,4320765.2,0.4199999999999999,3.3734939759036138,13.09,12.069087052330495
1,2021-09-12 00:00:00,12.87,13.53,12.52,13.16,3469607.33,0.2900000000000009,2.2533022533022606,13.025,12.071501781522835
1,2021-09-13 00:00:00,13.16,13.33,11.11,11.98,4554799.73,-1.1799999999999995,-8.96656534954407,12.22,12.071236665059232
1,2021-09-14 00:00:00,11.98,12.51,11.23,12.31,3067446.89,0.33,2.754590984974959,11.87,12.07170164685999
1,2021-09-15 00:00:00,12.31,13.45,12.16,13.22,4011775.11,0.91,7.392363931762795,12.805,12.07461892507777
1,2021-09-16 00:00:00,13.24,14.48,12.55,14.06,7553322.35,0.8200000000000003,6.193353474320244,13.515,12.084070322630172
1,2021-09-17 00:00:00,14.06,15.29,12.91,13.21,7611932.3,-0.8499999999999996,-6.045519203413938,14.1,12.089446106503338
1,2021-09-18 00:00:00,13.21,13.86,12.93,13.22,2713153.64,0.0099999999999997,0.0757002271006796,13.395,12.091366821014448
1,2021-09-19 00:00:00,13.22,13.26,12.23,12.55,2197871.01,-0.6699999999999999,-5.068078668683812,12.745,12.091997150380546
1,2021-09-20 00:00:00,12.55,12.59,9.76,10.18,6915785.56,-2.370000000000001,-18.88446215139443,11.175,12.083764217997375
1,2021-09-21 00:00:00,10.19,10.9,9.11,9.35,4682318.65,-0.8399999999999999,-8.243375858684985,10.005,12.075817577923257
1,2021-09-22 00:00:00,9.35,11.8,9.16,11.26,5392706.41,1.91,20.427807486631018,10.48,12.073095441880064
1,2021-09-23 00:00:00,11.25,11.83,10.66,11.35,4268343.59,0.0999999999999996,0.8888888888888857,11.245,12.071190772835054
1,2021-09-24 00:00:00,11.35,11.69,9.43,10.13,4776654.79,-1.2199999999999989,-10.748898678414086,10.56,12.065485475269472
1,2021-09-25 00:00:00,10.12,10.35,9.54,9.88,2161198.77,-0.2399999999999984,-2.371541501976269,9.945,12.062583112272351
1,2021-09-26 00:00:00,9.88,10.48,8.73,9.91,4399212.24,0.0299999999999993,0.3036437246963497,9.605,12.056779859074084
1,2021-09-27 00:00:00,9.91,10.5,9.43,9.47,3263388.22,-0.4399999999999995,-4.43995963673057,9.965,12.051616917439722
1,2021-09-28 00:00:00,9.46,10.87,9.27,10.22,5815141.0,0.7599999999999998,8.033826638477798,10.07,12.045125761419737
1,2021-09-29 00:00:00,10.22,11.29,10.11,10.3,6041916.36,0.08,0.7827788649706464,10.7,12.038723514958782
